  9.999999747378752E-006 -5.112225082694754E-005  1.901292969796024E-002
  1.999999949475750E-005 -1.890602174759115E-004  5.117314961676216E-002
  2.999999924213625E-005 -4.543899710593559E-004  9.828724626186096E-002
  3.999999898951501E-005 -8.908810015514472E-004  0.161616832276366     
  4.999999873689376E-005 -1.543882424187444E-003  0.241823970114804     
  5.999999848427251E-005 -2.459022037380214E-003  0.339087333324530     
  6.999999823165126E-005 -3.681071310577460E-003  0.453158583628923     
  7.999999797903001E-005 -5.252978088137039E-003  0.583420594244738     
  8.999999772640876E-005 -7.215106585776385E-003  0.728962885497683     
  9.999999747378752E-005 -9.604590177124107E-003  0.888620255275855     
  1.099999972211663E-004 -1.245489195472512E-002   1.06105120642066     
  1.199999969685450E-004 -1.579548981789957E-002   1.24478374997583     
  1.299999967159238E-004 -1.965168017216568E-002   1.43826005432557     
  1.399999964633025E-004 -2.404452783479900E-002   1.63989315896015     
  1.499999962106813E-004 -2.899089429381113E-002   1.84809697669529     
  1.599999959580600E-004 -3.450354208023635E-002   2.06131620992349     
  1.699999957054388E-004 -4.059131349783333E-002   2.27805611600366     
  1.799999954528175E-004 -4.725935066590305E-002   2.49689932990540     
  1.899999952001963E-004 -5.450938075509429E-002   2.71653268139634     
  1.999999949475750E-004 -6.233998055260898E-002   2.93573949408707     
  2.099999946949538E-004 -7.074687421964893E-002   3.15341404525449     
  2.199999944423325E-004 -7.972322436760670E-002   3.36855986975954     
  2.299999941897113E-004 -8.925993385125031E-002   3.58029516652572     
  2.399999939370900E-004 -9.934593255923245E-002   3.78784771199309     
  2.499999936844688E-004 -0.109968425160170        3.99054007912347     
  2.599999934318475E-004 -0.121113155861987        4.18779752476361     
  2.699999931792263E-004 -0.132764609186610        4.37912285495201     
  2.799999929266050E-004 -0.144906250782337        4.56411344873504     
  2.899999926739838E-004 -0.157520682552173        4.74242701423942     
  2.999999924213625E-004 -0.170589811576276        4.91378786543127     
  3.099999921687413E-004 -0.184095012410384        5.07798456233972     
  3.199999919161201E-004 -0.198017243844666        5.23485170193259     
  3.299999916634988E-004 -0.212337154697832        5.38426580274948     
  3.399999914108776E-004 -0.227035192391150        5.52614660295714     
  3.499999911582563E-004 -0.242091695056681        5.66045042507348     
  3.599999909056351E-004 -0.257486940561285        5.78715280183949     
  3.699999906530138E-004 -0.273201248661410        5.90627014127764     
  3.799999904003926E-004 -0.289214999830557        6.01782580234954     
  3.899999901477713E-004 -0.305508715427159        6.12187516303799     
  3.999999898951501E-004 -0.322063081226102        6.21848248572629     
  4.099999896425288E-004 -0.338858997019878        6.30773160631801     
  4.199999893899076E-004 -0.355877617649248        6.38972237944424     
  4.299999891372863E-004 -0.373100347903607        6.46455197144095     
  4.399999888846651E-004 -0.390508927538272        6.53235158459574     
  4.499999886320438E-004 -0.408085402520282        6.59323997569267     
  4.599999883794226E-004 -0.425812171631210        6.64735439742109     
  4.699999881268013E-004 -0.443671986274206        6.69483142189340     
  4.799999878741801E-004 -0.461647999468341        6.73582707181423     
  4.899999876215588E-004 -0.479723748068379        6.77048945847165     
  4.999999873689376E-004 -0.497883223781514        6.79899523187656     
  5.099999871163163E-004 -0.516110782252234        6.82148299321294     
